file_id,fw-og,fw-i,fw-det,fw-den,fw-at,fw-jeg,fw-som,fw-en,fw-er,fw-til,fw-med,fw-de,fw-paa,fw-han,fw-af,fw-saa,fw-der,fw-for,fw-var,fw-du,fw-men,fw-ikke,fw-et,fw-mig,fw-sig,fw-om,fw-har,fw-hun,fw-da,fw-min,fw-ved,fw-fra,fw-nu,fw-vi,fw-hans,fw-sin,fw-hvor,fw-dig,fw-ham,fw-skal,fw-vil,fw-hvad,fw-din,fw-havde,fw-naar,fw-kan,fw-dog,fw-dem,fw-man,fw-over,fw-her,fw-alle,fw-kun,fw-os,fw-selv,fw-blev,fw-ud,fw-mit,fw-gud,fw-end,fw-op,fw-sagde,fw-ja,fw-ei,fw-kom,fw-mod,fw-alt,fw-o,fw-være,fw-kunde,fw-vor,fw-sit,fw-vel,fw-oc,fw-ingen,fw-jo,fw-eller,fw-vilde,fw-maa,fw-denne,fw-hand,fw-efter,fw-thi,fw-ind,fw-deres,fw-dit,fw-gik,fw-hendes,fw-hver,fw-under,fw-hende,fw-aldrig,fw-ned,fw-ej,fw-ey,fw-gamle,fw-have,fw-skulde,fw-lille,fw-hvis
grundtvig11val_workid64544,3,0,1,5,0,0,4,1,3,0,3,0,2,0,0,0,3,0,0,0,0,0,1,0,0,1,1,0,1,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
claussen11val_workid65802,9,3,4,2,2,0,1,1,1,0,1,2,3,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0
kingo01val_workid82339,35,11,10,6,14,0,8,5,3,4,13,2,4,0,7,8,1,6,3,18,1,0,3,0,2,8,10,0,3,0,1,4,2,3,9,3,3,5,3,3,2,2,10,0,1,0,5,1,0,2,0,2,2,0,1,0,2,0,0,1,0,0,0,0,1,0,1,0,0,1,6,1,2,0,2,1,0,2,0,0,5,0,0,2,0,7,0,0,2,1,0,1,1,0,8,1,0,0,0,0
staffeldt01val_workid71610,13,5,4,6,2,0,7,4,4,2,8,5,0,0,2,1,0,2,0,3,2,0,3,0,3,0,0,0,4,0,2,6,1,0,2,1,0,4,0,2,0,0,1,0,2,0,1,0,0,0,1,1,0,1,1,0,0,0,2,3,1,0,0,2,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,1,1,0,3,2,0,0,0,0,2,0,0
claussen09val_workid72049,0,3,1,2,1,3,4,1,4,1,1,2,2,0,0,1,3,2,0,1,0,2,2,2,0,0,1,0,1,2,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,0,7,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
boedtcher01_workid68807,41,13,10,10,8,5,23,13,11,7,7,6,12,10,5,2,6,4,1,0,4,1,7,3,7,2,5,0,0,2,3,8,4,0,7,12,8,0,4,0,1,2,0,0,1,3,3,0,2,1,1,0,3,0,6,2,0,0,1,2,4,0,2,1,3,3,4,0,0,2,0,3,0,0,0,0,0,0,1,0,0,3,1,1,1,0,1,0,3,0,0,0,2,2,0,0,0,0,3,2
paludanm01_workid92840,57,17,21,22,17,25,30,24,30,12,15,16,11,23,4,6,5,4,6,16,9,1,7,9,9,8,14,0,5,9,8,5,7,0,5,3,3,9,9,1,7,9,5,1,1,8,3,2,8,3,5,3,3,2,6,0,0,0,0,2,1,5,7,17,1,2,4,3,1,0,0,1,2,0,3,0,2,1,0,8,0,0,6,1,1,1,4,0,4,0,0,4,2,0,0,1,0,0,0,9
stub01val_workid59603,3,1,1,3,0,2,0,0,3,1,0,0,0,0,1,0,3,1,0,3,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,2,1,3,0,0,0,1,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
bang02val_workid55760,62,43,45,16,37,21,9,21,24,24,7,28,22,35,19,33,17,8,37,1,25,33,11,7,25,5,10,99,8,0,6,10,5,2,6,2,10,2,8,3,5,4,0,24,4,5,7,9,3,5,5,2,2,0,5,5,7,0,0,3,7,12,9,0,4,3,6,1,4,7,0,4,0,0,0,17,0,7,1,0,0,4,0,8,1,0,3,15,1,5,16,6,3,0,0,0,1,1,3,1
jacob03val_workid70857,280,136,188,85,171,56,60,112,49,104,65,99,67,65,60,96,139,75,159,14,55,100,42,32,75,47,34,139,22,11,30,21,21,18,9,18,27,21,25,17,18,27,1,88,14,9,15,45,12,25,12,14,10,15,12,15,10,2,1,10,13,20,4,0,18,7,6,1,32,31,1,9,3,0,8,28,11,38,3,15,0,15,5,9,18,0,11,27,10,5,45,12,10,0,0,10,9,17,8,2
brorson01_workid138280,28,14,11,5,11,18,7,10,15,11,6,0,5,1,6,7,4,3,1,1,3,1,1,9,3,3,5,2,1,1,4,2,2,2,3,0,1,0,3,4,6,2,0,0,2,0,3,0,1,0,2,4,6,4,2,0,0,2,3,0,2,0,0,0,1,0,5,1,0,0,1,1,0,0,3,0,4,0,0,3,3,1,0,0,0,0,0,0,0,2,0,1,3,0,1,0,0,2,0,0
kingo04val_workid94348,12,6,3,0,6,7,3,0,1,3,5,0,1,0,0,1,1,0,0,7,0,0,0,14,0,0,0,0,3,8,0,2,1,0,1,0,0,4,0,1,2,1,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,1,0,0,1,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
plough01_workid81615,31,21,21,15,6,0,17,18,6,4,7,9,8,3,12,14,13,9,8,34,10,2,7,0,0,3,4,0,5,0,5,2,12,7,0,2,0,6,1,2,2,5,10,6,0,1,0,6,0,0,0,2,2,2,2,2,0,0,2,9,0,0,0,0,0,4,2,3,0,1,2,0,3,0,0,0,0,5,0,0,0,0,1,0,0,8,1,0,4,1,0,4,0,7,0,0,2,1,0,0
aare03val_workid58596,1,4,0,2,1,0,1,1,2,2,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,4,1,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,1,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
aare01val_workid57537,1,3,1,3,3,4,1,2,1,1,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
richardt03_workid57790,11,4,8,9,2,3,4,7,1,3,3,1,3,1,2,4,1,2,1,0,2,0,1,0,1,2,0,0,0,0,0,3,1,0,0,2,10,0,0,1,2,0,1,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,1,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
grundtvig11val_workid74221,7,5,1,2,1,0,5,1,5,3,3,2,1,2,1,1,0,2,1,0,4,0,0,0,1,2,1,1,2,0,0,0,0,2,0,1,0,1,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
richardt02_workid81773,99,114,41,29,37,52,39,49,44,25,49,38,18,39,23,18,11,28,16,3,21,14,16,20,12,19,23,3,7,12,9,12,10,15,10,16,12,2,15,17,7,11,2,2,4,13,11,12,3,2,17,3,4,4,10,1,6,5,2,5,6,1,11,0,3,7,4,3,7,2,3,2,2,0,5,2,1,3,8,7,0,4,2,4,1,0,1,0,1,1,0,3,4,25,0,4,0,1,3,0
kingo04val_workid56512,6,2,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
richardt01_workid60262,3,3,0,2,8,1,2,1,0,0,1,0,2,0,1,0,0,1,0,1,0,0,0,11,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
grundtvig11val_workid76889,12,6,4,3,1,0,5,0,1,5,4,2,3,2,0,6,2,1,0,2,0,0,0,1,0,1,3,0,1,1,0,3,0,9,1,0,1,0,4,0,1,0,0,0,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
munp1_workid64378,4,3,3,0,0,2,0,3,2,1,0,3,2,2,0,1,0,0,1,0,0,1,2,1,1,2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
michs_11_workid64319,0,10,2,8,1,0,4,2,4,3,1,3,1,0,1,0,2,1,0,1,0,0,2,0,3,2,0,0,0,0,0,1,0,5,0,0,3,1,0,1,0,0,1,0,3,1,0,1,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
claussen04val_workid59775,9,1,1,1,1,1,1,2,1,3,3,3,0,0,1,2,1,1,1,0,1,0,1,2,0,0,0,1,1,0,1,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0
kaalund01_workid86857,4,4,2,0,0,0,1,5,0,1,1,0,0,0,3,2,1,1,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
michs_05_workid56552,9,10,1,9,0,3,2,1,2,1,5,7,3,0,7,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
hcaeventyr01val_workid81537,366,219,123,170,108,30,70,136,28,74,116,100,127,149,71,50,88,53,101,9,79,50,50,9,95,44,14,55,58,13,33,26,49,13,43,45,29,10,78,12,14,19,0,60,11,6,8,13,11,25,11,19,18,8,14,16,15,3,7,8,22,20,4,0,14,2,17,6,13,26,5,23,2,0,6,9,7,18,2,20,0,8,11,13,24,3,15,20,4,13,24,7,14,0,0,25,11,10,21,5
aakjaer01val_workid60687,5,3,1,1,1,1,4,3,5,1,0,4,1,0,2,1,4,0,0,2,1,2,0,0,3,1,1,1,0,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
brorson02val_workid64025,42,17,9,14,18,1,11,11,8,16,13,8,3,0,4,4,6,14,1,10,5,2,5,0,3,11,3,0,4,0,4,2,0,2,1,4,2,3,0,1,3,2,11,1,0,0,0,0,3,1,1,2,3,1,1,1,2,1,7,1,0,0,0,0,0,1,1,2,0,0,2,1,0,0,0,0,1,1,2,2,3,4,0,1,0,8,1,0,0,1,0,1,0,0,1,0,0,0,0,1
grundtvig02val_workid56077,95,71,70,55,64,36,62,30,26,32,20,35,29,16,22,10,12,25,9,1,22,6,16,5,20,17,10,1,26,7,10,7,7,15,6,4,1,0,13,12,11,6,1,5,9,13,5,7,3,4,1,7,7,5,4,3,1,9,0,11,0,0,3,27,0,8,5,0,12,12,0,2,6,0,1,3,14,7,9,3,0,3,9,1,5,0,0,0,4,6,2,1,1,0,0,3,10,7,1,6
michs_01_workid56718,15,3,3,7,0,2,4,6,2,0,3,2,1,0,1,1,4,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
brorson02val_workid138522,33,8,17,11,26,0,7,13,11,4,8,1,6,0,7,5,0,8,0,2,3,7,3,0,6,8,5,0,6,0,3,1,0,1,3,5,1,4,3,6,16,3,0,0,3,0,4,1,11,0,0,1,1,3,3,2,2,0,9,1,6,0,0,0,0,1,0,3,3,0,3,0,0,0,5,0,1,0,0,1,9,3,0,1,0,0,2,0,1,2,0,0,2,0,8,1,3,0,0,1
grundtvig11val_workid157130,2,3,0,1,0,0,1,0,2,0,1,0,0,3,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,3,1,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
richardt01_workid74466,9,0,1,0,0,0,4,3,13,2,1,0,0,0,1,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aakjaer01val_workid78762,10,13,9,6,3,1,2,7,8,6,2,9,2,8,2,8,7,2,2,2,2,3,2,1,0,6,2,0,0,0,3,4,3,5,4,0,1,2,5,2,2,3,1,0,0,0,1,1,1,1,1,1,0,2,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,1,1,0,2,0,2,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,2,3,0,0,0,0,0,1
bang06val_workid65936,69,60,48,21,40,54,34,41,13,25,17,30,30,42,30,16,36,15,70,0,12,21,18,16,12,19,9,0,11,4,13,12,5,27,1,5,6,0,9,4,2,12,0,23,4,4,4,3,9,4,0,9,1,4,1,9,5,6,0,1,7,26,7,0,7,1,0,1,4,9,0,1,3,0,3,4,1,6,0,2,0,5,0,4,4,0,7,0,4,7,1,2,2,0,0,1,2,4,5,2
aakjaer02val_workid69128,11,8,0,1,1,0,0,5,0,0,0,2,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
bording01val_workid93297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
claussen04val_workid66085,27,10,6,5,6,14,8,12,10,2,5,6,5,1,4,4,11,5,4,2,0,0,3,6,0,4,2,3,0,11,2,1,2,0,0,4,4,0,0,1,1,2,1,1,5,3,2,2,1,0,4,1,1,0,0,0,1,1,1,3,0,0,1,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,1
blich07_workid91043,37,41,48,17,35,1,22,14,21,15,19,12,10,7,11,8,11,17,8,0,17,13,18,0,10,5,6,0,9,0,10,1,9,4,1,11,3,1,2,1,7,8,0,4,5,5,1,3,4,5,5,6,2,8,7,3,2,0,3,5,0,0,5,0,1,7,1,0,8,8,2,7,4,0,5,2,10,13,0,10,0,0,2,1,6,2,0,0,1,4,0,0,1,6,0,1,5,6,1,2
oehl01val_workid67740,7,10,2,13,2,1,5,5,2,7,9,1,1,0,0,1,2,4,0,6,4,0,3,0,0,0,1,0,0,4,0,1,0,0,0,1,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0
kingo04val_workid106571,5,1,0,0,2,2,1,2,1,4,2,0,1,0,0,2,0,0,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,2,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
rode_02_workid57314,4,3,1,3,1,1,0,1,1,1,1,1,1,0,1,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
larsenthfiredigt_workid58536,127,156,54,47,28,25,48,78,59,23,32,59,60,45,48,47,57,30,15,24,18,5,33,9,25,37,13,24,10,11,27,14,12,23,17,16,17,7,10,10,5,8,3,2,11,5,3,3,7,11,5,8,9,1,2,12,7,1,5,4,9,0,7,0,7,19,9,4,1,2,3,6,6,0,5,4,1,5,4,1,0,2,1,1,1,2,4,0,8,11,0,7,2,11,0,3,0,2,3,2
kingo09val_workid83991,14,10,5,0,2,10,2,3,8,1,1,1,3,0,1,5,0,4,0,3,3,0,0,8,1,0,0,0,3,4,0,1,0,0,1,0,0,1,0,2,1,0,1,0,1,0,0,1,0,0,0,1,0,0,2,0,1,5,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,2,0,1,0,0,10,0,0,0,0,0
kingo04val_workid72115,4,1,0,0,2,0,3,0,3,2,3,1,0,0,0,1,2,1,0,1,0,0,0,0,2,0,0,0,1,0,1,0,1,3,2,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
michs_01_workid59430,339,193,77,92,66,95,139,121,72,72,76,105,88,41,99,62,105,62,34,46,41,27,49,36,37,32,37,6,28,28,22,24,20,22,20,29,22,20,18,38,19,6,26,10,20,15,15,23,13,36,5,33,21,7,16,12,16,21,6,2,17,0,4,0,7,33,12,0,6,6,8,9,5,0,7,7,2,9,3,2,0,12,23,23,12,14,8,1,21,9,1,21,14,35,0,7,2,0,2,5
grundtvig12val_workid115632,6,4,0,2,0,0,1,1,3,0,2,0,0,0,1,0,3,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
wintherchr01val_workid65511,36,19,8,10,3,14,4,4,8,8,9,2,4,1,2,10,6,1,1,2,5,1,4,5,8,6,2,2,3,1,2,6,4,0,0,7,7,0,0,0,3,2,2,1,4,1,1,0,0,2,1,0,0,0,0,0,1,4,0,1,0,0,0,3,0,3,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,2,0,0,1,0,0,0,4,0,0,1,0
grundtvig11val_workid61569,11,7,5,8,1,5,6,1,3,1,6,2,3,0,0,1,0,5,1,2,1,0,0,4,0,3,3,0,2,1,0,3,3,1,0,1,6,1,1,2,0,0,1,1,0,0,1,2,0,3,0,0,3,1,1,1,0,1,0,4,0,0,4,3,1,1,0,3,0,0,3,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oehl01val_workid66881,9,10,5,4,2,8,5,5,2,2,4,1,3,1,6,1,1,2,2,6,1,0,2,2,1,0,1,0,5,2,5,3,3,0,0,3,2,1,2,0,0,0,7,1,2,0,4,0,1,1,4,0,0,0,1,1,3,1,1,1,0,0,1,2,0,1,2,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,2,1,0,0,0,0,0,1,0,0,0,0,1,1,0
kingo04val_workid56179,12,9,11,0,4,10,3,1,10,5,6,0,2,0,0,2,3,2,0,2,0,0,0,6,4,0,2,0,1,8,2,0,0,0,1,1,4,8,1,1,1,1,2,0,0,0,1,1,0,0,6,0,0,0,2,0,0,5,1,1,2,0,1,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,3,0,2,0,0,3,0,0,0,0,0
brorson02val_workid70027,11,9,10,5,13,10,8,3,9,8,6,0,2,0,3,7,1,8,0,10,1,2,1,8,2,1,2,3,3,6,1,1,1,0,0,1,2,3,0,0,5,0,5,0,6,1,5,0,4,1,1,1,0,0,0,0,1,2,5,1,2,0,0,0,0,0,0,3,0,1,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,3,0,0,0,0,0
blich05_workid73060,177,83,97,73,79,112,44,81,38,67,63,34,56,67,38,33,52,44,68,28,55,53,36,44,30,27,26,95,20,17,8,15,25,12,8,12,13,4,20,6,15,14,6,34,15,12,5,14,10,8,14,5,2,6,9,18,15,5,0,14,11,25,4,1,16,5,3,0,13,10,7,6,9,0,6,2,13,7,2,13,0,11,3,13,6,2,20,12,1,3,30,8,8,2,0,3,5,8,10,6
kingo04val_workid65745,14,6,13,1,4,3,10,1,8,6,6,11,2,0,0,4,5,2,0,2,2,1,1,1,2,1,2,0,1,0,0,1,3,10,0,0,1,4,0,3,13,3,3,0,2,0,3,3,0,0,5,5,0,8,0,0,0,1,8,0,0,0,0,0,0,0,0,3,2,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,6,3,0,0,1,0,0,0,0,0,1,0,2,0,0,0
heibergpa01val_workid124520,4,5,3,3,4,2,3,3,4,1,0,0,2,1,0,3,0,2,1,0,0,0,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1
sthen01val_workid68605,0,9,3,3,6,0,3,1,2,3,0,0,4,0,0,4,3,6,0,11,1,0,1,21,0,1,0,0,1,7,0,6,3,0,0,2,0,9,0,1,3,0,11,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,3,1,2,2,0,0,19,0,0,0,0,1,2,2,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0
kingo04val_workid87185,20,5,4,2,1,0,9,1,6,2,5,2,3,0,0,4,2,0,0,0,2,1,1,1,1,0,0,0,0,3,0,2,0,1,8,4,0,3,3,0,1,0,4,0,1,0,0,3,0,2,0,0,2,5,0,0,2,0,6,1,0,0,0,0,0,1,2,0,0,0,6,0,0,0,0,0,1,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1
claussen06val_workid62090,3,2,8,0,1,1,4,8,12,0,3,3,2,12,1,2,4,0,1,0,3,2,0,1,0,2,3,0,0,0,0,0,0,1,2,1,1,0,1,0,1,0,0,0,1,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1
hcaeventyr01val_workid76647,71,39,52,22,31,8,13,20,15,17,14,60,19,22,10,46,14,10,17,2,9,24,8,6,5,8,5,6,6,1,8,2,14,21,0,0,10,3,5,24,3,7,1,3,3,5,7,8,4,6,4,9,1,2,0,6,9,0,0,7,6,22,4,0,4,2,2,5,3,8,0,1,2,0,2,8,2,4,2,0,0,3,1,0,7,1,0,1,3,1,0,1,5,0,0,2,11,4,10,0
rode_13_workid57963,17,3,3,6,0,8,3,1,5,5,2,2,3,1,1,0,1,2,2,2,5,0,0,1,1,2,2,0,4,2,0,0,3,0,1,1,1,0,1,3,1,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0
wintherchr01val_workid98755,8,3,1,1,0,3,3,0,0,0,0,2,0,0,3,0,6,0,5,0,1,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wintherchr01val_workid88628,2,2,1,0,0,4,1,0,0,0,0,5,0,0,0,1,0,2,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0
