file_id	author	title	volume	birth	death	genre	types	tokens	ratio	entropy
richardt02_workid77816	 Christian Richardt	Gjertrud rask.	SAMLEDE DIGTE. ANDEN DEEL.	1831	1892	poems	226	393	0.57506	7.12382
aare01val_workid61583	 Emil Aarestrup	Øhlenschlägers collegium.	Samlede Skrifter I	1800	1856	poems	73	96	0.76042	5.92324
claussen11val_workid77461	 Sophus Claussen	I min ungdom landets frihed blev forvandlet til ruin.	Lyrik IX:1	1865	1931	poems	30	36	0.83333	4.79465
grundtvig11val_workid113511	 N.F.S. Grundtvig	Nu kom her bud fra engle-chor	SAMLET UDGAVE	1783	1872	poems	165	304	0.54276	6.65075
richardt01_workid72675	 Christian Richardt	Ved havnen.	SAMLEDE DIGTE AF CHR. RICHARDT. FØRSTE DEEL	1831	1892	poems	119	170	0.70000	6.51446
richardt02_workid74364	 Christian Richardt	Dend seylende venus 1695	SAMLEDE DIGTE. ANDEN DEEL.	1831	1892	poems	185	331	0.55891	6.87260
hcaeventyr04val_workid64028	 Hans Christian Andersen	Ærens tornevei	Eventyr IV	1805	1875	monographs	746	1661	0.44913	8.16854
bang02val_workid61105	 Herman Bang	Fratelli bedini	Værker i Mindeudgave 2	1857	1912	monographs	1700	9208	0.18462	8.13771
kaalund01_workid69568	 H. V. Kaalund	Coplas	SAMLEDE DIGTE	1818	1885	poems	120	194	0.61856	6.48992
grundtvig11val_workid67731	 N.F.S. Grundtvig	Det ord, som bestaaer	SAMLET UDGAVE	1783	1872	poems	48	66	0.72727	5.18366
claussen07val_workid55775	 Sophus Claussen	Væk ikke svanerne	Lyrik V	1865	1931	poems	129	228	0.56579	6.39531
brorson02val_workid151020	 Hans Adolph Brorson	Den, som der vinder, skal æde de søde	Samlede skrifter	1694	1764	monographs	403	1062	0.37947	7.14213
drachmann01_workid83016	 Holger Drachmann	Skibsrotter	SAMLEDE POETISKE SKRIFTER FØRSTE BIND	1846	1908	poems	133	253	0.52569	6.36050
aare04val_workid67782	 Emil Aarestrup	Fik kong midas for sin smag	Samlede Skrifter IV	1800	1856	poems	43	53	0.81132	5.32208
holb07val_workid89842	 Ludvig Holberg	Philosophus udi egen indbilding	Værker i tolv bind	1684	1754	monographs	3470	24764	0.14012	8.49826
wied02val_workid59227	 Gustav Wied	To  studenterdigte	Romaner Noveller Skuespil 2	1858	1914	short fiction	859	2559	0.33568	8.12481
munp1_workid75799	 Gustaf Munch-Petersen	Paa skovstien	samlede skrifter I	1912	1938	poems	110	162	0.67901	6.28545
hertz11_lev_workid79168	 Henrik Hertz	Tourneneringen	Digte fra forskellige Perioder	1798	1870	poems	297	612	0.48529	7.26155
aakjaer02val_workid82983	 Jeppe Aakjær	Evald tang kristensen.	SAMLEDE VÆRKER II	1866	1930	poems	159	237	0.67089	6.68127
aare03val_workid73983	 Emil Aarestrup	En afsked	Aarestrup vol 3	1800	1856	poems	72	99	0.72727	5.88149
wesselhhl_workid85867	 Johan Herman Wessel	Da chloe var i kirke	Samlede Digte	1742	1785	poems	37	43	0.86047	5.12964
kaalund01_workid63074	 H. V. Kaalund	Mismod.	SAMLEDE DIGTE	1818	1885	poems	87	121	0.71901	6.12673
stuckenberg02_workid77927	 Viggo Stuckenberg	Eet er nødigt, dette ene	SAMLEDE VÆRKER	1863	1905	poems	38	44	0.86364	5.15239
kingo01val_workid93693	 Thomas Kingo	Æresvers til friederich brandts tyske overs. af sjungekoret 1685	Samlede Skrifter 1	1634	1703	poems	202	272	0.74265	7.06697
grundtvig11val_workid155350	 N.F.S. Grundtvig	Gylden-aaret! hør, det runger	SAMLET UDGAVE	1783	1872	poems	102	172	0.59302	5.89108
michs_01_workid58696	 Sophus Michaëlis	Døde roser	DIGTE	1865	1932	poems	76	132	0.57576	5.79615
hcaeventyr04val_workid91559	 Hans Christian Andersen	Nye eventyr og historier. anden række. fjerde samling, 1866	Eventyr IV	1805	1875	monographs	3424	18272	0.18739	8.85876
aakjaer01val_workid73970	 Jeppe Aakjær	Hedelandet	SAMLEDE VÆRKER I	1866	1930	poems	206	343	0.60058	7.11593
grundtvig12val_workid106426	 N.F.S. Grundtvig	Med korset og krumstaven	SAMLET UDGAVE	1783	1872	poems	305	634	0.48107	7.24355
grundtvig11val_workid73619	 N.F.S. Grundtvig	Jesus, dødens overvinder	SAMLET UDGAVE	1783	1872	poems	319	718	0.44429	7.10078
hertz03val_workid67864	 Henrik Hertz	Svend dyrings huus	Dramatiske Værker	1798	1870	drama	4575	31134	0.14695	8.66731
munp1_workid60198	 Gustaf Munch-Petersen	Læreaar	samlede skrifter I	1912	1938	poems	40	46	0.86957	5.21921
hcaeventyr01val_workid70856	 Hans Christian Andersen	Eventyr, fortalte for børn. ny samling. 1888-42.	Eventyr I	1805	1875	monographs	110	183	0.60109	6.16839
jacobjp08val_workid63094	 J.P. Jacobsen	I seraillets have (dk)	Lyrik og prosa	1847	1885	poems	48	66	0.72727	5.28809
wintherchr01val_workid84287	 Christian Winther	I mai 1861	Poetiske Skrifter 1	1796	1876	poems	203	322	0.63043	7.01410
wintherchr02val_workid57096	 Christian Winther	Vignet	Poetiske Skrifter 2	1796	1876	poems	348	632	0.55063	7.53851
grundtvig11val_workid154950	 N.F.S. Grundtvig	Du, som gaaer ud fra den levende gud	SAMLET UDGAVE	1783	1872	poems	169	265	0.63774	6.79774
hauch03val_workid79956	 Carsten Hauch	Dyvekes sang i vilhelm zabern	UDVALGTE SKRIFTER III	1790	1872	poems	86	108	0.79630	6.21540
brorson01_workid141417	 Hans Adolph Brorson	Er der nogen, som vil see	Samlede skrifter	1694	1764	monographs	451	1200	0.37583	7.39575
staffeldt01val_workid86247	 Schack von Staffeldt	Xii. ved midnat	Samlede digte	1769	1826	poems	71	95	0.74737	5.82966
aakjaer01val_workid90139	 Jeppe Aakjær	Tre-konger	SAMLEDE VÆRKER I	1866	1930	poems	228	398	0.57286	7.09708
kingo03val_workid57346	 Thomas Kingo	Ach! min herre, straf mig ey [1]	Samlede Skrifter 3	1634	1703	monographs	209	367	0.56948	7.00950
jacob04val_workid67440	 J.P. Jacobsen	Landskab   [i].	Samlede Værker IV	1847	1885	poems	59	99	0.59596	5.56855
bording01val_workid108056	 Anders Bording	Ach hvad schall dog daphnis hyrde	Digte	1619	1677	poems	159	261	0.60920	6.73197
kaalund01_workid83883	 H. V. Kaalund	Ved et kunstnerpars sølvbryllup.	SAMLEDE DIGTE	1818	1885	poems	141	252	0.55952	6.59092
stuckenberg02_workid60928	 Viggo Stuckenberg	April 1885	SAMLEDE VÆRKER	1863	1905	poems	251	443	0.56659	7.20151
palladius02val_workid139771558866048	 Peter Palladius		Danske Skrifter	1503	1560	monographs	0	0	0.00000	0.00000
munp2_workid68619	 Gustaf Munch-Petersen	Nødens tryghed	samlede skrifter II	1912	1938	poems	49	75	0.65333	5.40030
kaalund01_workid96235	 H. V. Kaalund	Havet.	SAMLEDE DIGTE	1818	1885	poems	148	305	0.48525	6.36571
grundtvig11val_workid69776	 N.F.S. Grundtvig	Jesus! hvor er du dog henne	SAMLET UDGAVE	1783	1872	poems	270	668	0.40419	6.98249
rode_13_workid58176	 Helge Rode	Tid og evighed	DEN VILDE ROSE	1870	1937	monographs	46	62	0.74194	5.30945
grundtvig09val_workid69114	 N.F.S. Grundtvig	Fragment (3) (dk)	UDVALGTE SKRIFTER	1783	1872	monographs	706	2064	0.34205	7.96846
oehl01val_workid59506	 Adam Oehlenschläger	Valravnen, af 'digte', 1803	POETISKE SKRIFTER I	1779	1850	drama	1040	3021	0.34426	8.44052
worm01val_workid94958	 Jacob Worms	Til gyldenløve i	SKRIFTER	1642	1693	monographs	420	841	0.49941	7.82967
hcaeventyr04val_workid90893	 Hans Christian Andersen	Stormen flytter skilt	Eventyr IV	1805	1875	monographs	646	1785	0.36190	7.89168
ingemann01_workid60391	 B.S. Ingemann	Det forbandede huus	Fjorten Eventyr og Fortællinger	1789	1862	short fiction	1681	7364	0.22827	8.56299
aakjaer06val_workid69673	 Jeppe Aakjær	Dødsfjender	SAMLEDE VÆRKER	1866	1930	monographs	2735	10507	0.26030	8.94903
aare01val_workid67033	 Emil Aarestrup	Til min lyra.	Samlede Skrifter I	1800	1856	poems	61	85	0.71765	5.63246
kingo03val_workid77212	 Thomas Kingo	Til herrens bord, i jesu navn	Samlede Skrifter 3	1634	1703	monographs	137	239	0.57322	6.42094
baggesen01val_workid88844	 Jens Baggesen	Emma. et romantisk eventyri fem sange	Eventyr og Fortællinger	1764	1826	short fiction	2022	7216	0.28021	8.74970
richardt01_workid55481	 Christian Richardt	Studentersang.	SAMLEDE DIGTE AF CHR. RICHARDT. FØRSTE DEEL	1831	1892	poems	110	190	0.57895	6.21654
bording01val_workid115428	 Anders Bording	Kom ædle lius ald verdenss øye	Digte	1619	1677	poems	197	268	0.73507	7.27446
claussen09val_workid60625	 Sophus Claussen	Vin i huset	Lyrik VII	1865	1931	poems	119	212	0.56132	6.40176
brorson01_workid124070	 Hans Adolph Brorson	Ach himmel-søde ord	Samlede skrifter	1694	1764	monographs	352	761	0.46255	7.20172
grundtvig12val_workid86792	 N.F.S. Grundtvig	I nasaret der var saa smukt	SAMLET UDGAVE	1783	1872	poems	295	578	0.51038	7.24314
claussen09val_workid71555	 Sophus Claussen	Pilevejen	Lyrik VII	1865	1931	poems	36	46	0.78261	5.00182
hertz10_lev_workid67526	 Henrik Hertz	Den natlige gjæst	Blandede Digte	1798	1870	poems	325	798	0.40727	7.23052
kaalund01_workid66955	 H. V. Kaalund	Nu suser den kolde oktoberblæst.	SAMLEDE DIGTE	1818	1885	poems	165	288	0.57292	6.69670
brorson03grval_workid76249	 Hans Adolph Brorson	Naar mit øje,	Samlede skrifter	1694	1764	drama	139	249	0.55823	6.30745
grundtvig11val_workid65699	 N.F.S. Grundtvig	Herren han har besøgt sit folk	SAMLET UDGAVE	1783	1872	poems	275	538	0.51115	7.17185
stuckenberg02_workid94379	 Viggo Stuckenberg	Haandværket	SAMLEDE VÆRKER	1863	1905	poems	149	227	0.65639	6.62886
grundtvig11val_workid150743	 N.F.S. Grundtvig	Fordum sønneløs og gold	SAMLET UDGAVE	1783	1872	poems	84	123	0.68293	6.03069
boedtcher01_workid84004	 Ludvig Bødtcher	Til frederikke leth (1867)	SAMLEDE DIGTE	1793	1874	poems	39	52	0.75000	5.14746
hertz10_lev_workid54866	 Henrik Hertz	Kjærligheds veie	Blandede Digte	1798	1870	poems	401	888	0.45158	7.55544
brorson02val_workid83548	 Hans Adolph Brorson	Allerstørste præst, som dig	Samlede skrifter	1694	1764	monographs	179	395	0.45316	6.39153
skjold_03_workid57050	 Johan Skjoldborg	Sytten aar	DYNÆS DIGTE	1861	1936	poems	78	140	0.55714	5.72656
grundtvig11val_workid64544	 N.F.S. Grundtvig	Kirken er som himmerige	SAMLET UDGAVE	1783	1872	poems	79	128	0.61719	5.89498
claussen11val_workid65802	 Sophus Claussen	Lolland og falster	Lyrik IX:1	1865	1931	poems	121	174	0.69540	6.44287
kingo01val_workid82339	 Thomas Kingo	Mindedigt over vitus bering 1675	Samlede Skrifter 1	1634	1703	poems	482	905	0.53260	8.00063
staffeldt01val_workid71610	 Schack von Staffeldt	Et levnetsløb fortalt paa kirkegaarden	Samlede digte	1769	1826	poems	322	531	0.60640	7.61161
claussen09val_workid72049	 Sophus Claussen	Trylleformlen	Lyrik VII	1865	1931	poems	93	158	0.58861	6.04877
boedtcher01_workid68807	 Ludvig Bødtcher	Piazza barberina	SAMLEDE DIGTE	1793	1874	poems	488	957	0.50993	7.85403
paludanm01_workid92840	 Frederik Paludan-Müller	Den ottende konst(1837)	POETISKE SKRIFTER I UDVALG I. BIND	1809	1876	poems	618	1648	0.37500	7.89648
stub01val_workid59603	 Ambrosius Stub	Oprigtighed, min fryd	Digte	1705	1758	poems	143	228	0.62719	6.51716
bang02val_workid55760	 Herman Bang	Pernille	Værker i Mindeudgave 2	1857	1912	monographs	685	2547	0.26894	7.61772
jacob03val_workid70857	 J.P. Jacobsen	Lad dit rige allevegne	Samlede Værker III	1847	1885	monographs	1560	7747	0.20137	8.12965
brorson01_workid138280	 Hans Adolph Brorson	Nu har jeg fundet det jeg grunder	Samlede skrifter	1694	1764	monographs	442	1116	0.39606	7.41833
kingo04val_workid94348	 Thomas Kingo	Paa gud alleene haver jeg sat min liid	Samlede Skrifter 4	1634	1703	monographs	152	284	0.53521	6.58744
plough01_workid81615	 Carl Ploug	Christian den ottende	SAMLEDE DIGTE	1813	1894	poems	480	1043	0.46021	7.73143
lyschander_workid100219	 Claus Christoffersen Lyschander	Christians v's hylding	Digtning	1558	1623	poems	2448	13171	0.18586	8.38426
aare03val_workid58596	 Emil Aarestrup	Børnepsalme	Aarestrup vol 3	1800	1856	poems	76	132	0.57576	5.84405
aare01val_workid57537	 Emil Aarestrup	Den stille glæde.	Samlede Skrifter I	1800	1856	poems	83	127	0.65354	6.01893
richardt03_workid57790	 Christian Richardt	Den hellige skrift.	SAMLEDE DIGTE. TREDJE DEEL.	1831	1892	poems	200	329	0.60790	6.96248
larsenk_10_workid54095	 Karl Larsen	Daniel — daniela	DANIEL — DANIELA	1860	1931	monographs	4545	21842	0.20809	9.11502
grundtvig11val_workid74221	 N.F.S. Grundtvig	Enhver, som tro'er og bliver døbt	SAMLET UDGAVE	1783	1872	poems	135	210	0.64286	6.53308
richardt02_workid81773	 Christian Richardt	Et møde i rom.	SAMLEDE DIGTE. ANDEN DEEL.	1831	1892	poems	1147	3282	0.34948	8.27625
kingo04val_workid56512	 Thomas Kingo	Dig være lov og priis o herre christ	Samlede Skrifter 4	1634	1703	monographs	54	98	0.55102	5.09792
jacob04val_workid66861	 J.P. Jacobsen	Løft de klingre glaspokaler.	Samlede Værker IV	1847	1885	poems	28	40	0.70000	4.72193
richardt01_workid60262	 Christian Richardt	Lær mig nattens stjerne.	SAMLEDE DIGTE AF CHR. RICHARDT. FØRSTE DEEL	1831	1892	poems	88	150	0.58667	5.82799
grundtvig11val_workid76889	 N.F.S. Grundtvig	Trods længselens smerte	SAMLET UDGAVE	1783	1872	poems	139	271	0.51292	6.37064
munp1_workid64378	 Gustaf Munch-Petersen	Søvnigt vejr	samlede skrifter I	1912	1938	poems	109	205	0.53171	6.08726
michs_11_workid64319	 Sophus Michaëlis	Pax æterna	ROMERSK FORAAR	1865	1932	poems	192	311	0.61736	7.02190
claussen04val_workid59775	 Sophus Claussen	Ved en mølle	Lyrik II	1865	1931	poems	129	177	0.72881	6.60256
kaalund01_workid86857	 H. V. Kaalund	Kilden.	SAMLEDE DIGTE	1818	1885	poems	84	123	0.68293	6.05389
michs_05_workid56552	 Sophus Michaëlis	I kampagnen	LIVETS FEST	1865	1932	poems	194	293	0.66212	7.05802
hcaeventyr01val_workid81537	 Hans Christian Andersen	Dødningen, et fyensk folke-eventyr	Eventyr I	1805	1875	monographs	2281	9119	0.25014	8.84562
aarestrup07val_workid71937	 Emil Aarestrup	En afsked (dk)	Udvalgte digte	1800	1856	poems	72	99	0.72727	5.88149
aakjaer01val_workid60687	 Jeppe Aakjær	Du kjender ikke engen -	SAMLEDE VÆRKER I	1866	1930	poems	105	170	0.61765	6.24726
brorson02val_workid64025	 Hans Adolph Brorson	O siel! hvor blev de gode ord	Samlede skrifter	1694	1764	monographs	485	1148	0.42247	7.62896
grundtvig02val_workid56077	 N.F.S. Grundtvig	Er nordens forening ønskelig?	UDVALGTE SKRIFTER	1783	1872	poems	1137	3127	0.36361	8.47552
michs_01_workid56718	 Sophus Michaëlis	Ved løvfald	DIGTE	1865	1932	poems	120	214	0.56075	6.38749
brorson02val_workid138522	 Hans Adolph Brorson	Den gamle adams sind med verdens frygt sig piner	Samlede skrifter	1694	1764	monographs	428	1215	0.35226	7.31890
grundtvig11val_workid157130	 N.F.S. Grundtvig	Gud-faders runde, milde haand	SAMLET UDGAVE	1783	1872	poems	94	142	0.66197	6.14895
richardt01_workid74466	 Christian Richardt	Krig og fred.	SAMLEDE DIGTE AF CHR. RICHARDT. FØRSTE DEEL	1831	1892	poems	104	168	0.61905	6.14113
aakjaer01val_workid78762	 Jeppe Aakjær	Proletar-borgmesteren	SAMLEDE VÆRKER I	1866	1930	poems	252	477	0.52830	7.26800
hertz04val_workid53734	 Henrik Hertz	Sparekassen	Dramatiske Værker	1798	1870	drama	2259	18035	0.12526	7.92436
topsoe01_workid80094	 Vilhelm Topsøe	Balthasar christensen	UDVALGTE SKRIFTER FØRSTE BIND	1840	1881	monographs	1013	2909	0.34823	8.25175
bang06val_workid65936	 Herman Bang	En tournée	Værker i Mindeudgave 6	1857	1912	monographs	944	2972	0.31763	8.03899
aakjaer02val_workid69128	 Jeppe Aakjær	Julehilsen til 'naverne' i zürich	SAMLEDE VÆRKER II	1866	1930	poems	103	162	0.63580	6.14591
bording01val_workid93297	 Anders Bording	Lvgendi cineres et nunqvam lumine sicco	Digte	1619	1677	poems	79	106	0.74528	5.95075
bang06val_workid64602	 Herman Bang	Ti aar	Værker i Mindeudgave 6	1857	1912	monographs	7730	47143	0.16397	9.18616
claussen04val_workid66085	 Sophus Claussen	Foraarsrim	Lyrik II	1865	1931	poems	378	709	0.53315	7.57741
larsenk_19_workid54096	 Karl Larsen	Et liv genoplevet i erindringen, bind i 1812-42	SET OG TÆNKT	1860	1931	monographs	7729	39678	0.19479	9.48442
blich07_workid91043	 Steen Steensen Blicher	Almindelig værnepligt	Udvalgte Værker	1782	1848	monographs	675	1682	0.40131	8.17911
oehl01val_workid67740	 Adam Oehlenschläger	Til melpomene, af 'digtninger, første deel', 1811	POETISKE SKRIFTER I	1779	1850	drama	207	362	0.57182	6.95374
kingo04val_workid106571	 Thomas Kingo	O jesu, hvad du meget lide maa	Samlede Skrifter 4	1634	1703	monographs	100	146	0.68493	6.24566
kaalund01_workid79395	 H. V. Kaalund	Duerne.	SAMLEDE DIGTE	1818	1885	poems	69	92	0.75000	5.87808
brandesed_08_workid54088	 Edvard Brandes	En politiker	ET BESØG SKUESPIL	1847	1931	drama	2448	14011	0.17472	8.26957
rode_02_workid57314	 Helge Rode	Paa gaden	DIGTE	1870	1937	poems	76	108	0.70370	5.93595
larsenthfiredigt_workid58536	 Thøger Larsen	Dagene	Fire digtsamlinger 1904-1912	1875	1928	poems	2295	6006	0.38212	9.14316
kingo09val_workid83991	 Thomas Kingo	Søde siæl, hvi vilt du komme (dk)	Digtning i udvalg	1634	1703	poems	205	363	0.56474	6.88837
aarestrup07val_workid70620	 Emil Aarestrup	Tilbageholdenhed (dk)	Udvalgte digte	1800	1856	poems	53	70	0.75714	5.43256
kingo04val_workid72115	 Thomas Kingo	Hvor kand vi gud fuldpriise	Samlede Skrifter 4	1634	1703	monographs	127	202	0.62871	6.51251
michs_01_workid59430	 Sophus Michaëlis	C. hostrup	DIGTE	1865	1932	poems	2610	8724	0.29917	9.00835
grundtvig12val_workid115632	 N.F.S. Grundtvig	Op dog, sion! seer du ei	SAMLET UDGAVE	1783	1872	poems	103	153	0.67320	6.25207
wintherchr01val_workid65511	 Christian Winther	Sjelland	Poetiske Skrifter 1	1796	1876	poems	448	808	0.55446	7.77599
grundtvig11val_workid61569	 N.F.S. Grundtvig	O, havde jeg vinger, og var jeg en fugl	SAMLET UDGAVE	1783	1872	poems	218	388	0.56186	6.98437
oehl01val_workid66881	 Adam Oehlenschläger	Venedig	POETISKE SKRIFTER I	1779	1850	drama	229	404	0.56683	7.23392
wesselhhl_workid83432	 Johan Herman Wessel	Paa en skive	Samlede Digte	1742	1785	poems	54	81	0.66667	5.38833
richardt02_workid97414	 Christian Richardt	Forvandling.	SAMLEDE DIGTE. ANDEN DEEL.	1831	1892	poems	53	73	0.72603	5.42977
kingo04val_workid56179	 Thomas Kingo	O jesu paa din alter-food	Samlede Skrifter 4	1634	1703	monographs	229	455	0.50330	6.93411
brorson02val_workid70027	 Hans Adolph Brorson	Du est allene værd, o gud for alle guder	Samlede skrifter	1694	1764	monographs	310	769	0.40312	7.00522
blich05_workid73060	 Steen Steensen Blicher	Eneste barn	Udvalgte Værker	1782	1848	monographs	1588	5837	0.27206	8.42673
aakjaer06val_workid85758	 Jeppe Aakjær	En omløber.	SAMLEDE VÆRKER	1866	1930	monographs	3837	15954	0.24050	9.14539
kingo04val_workid65745	 Thomas Kingo	O gud aff himlen see her til	Samlede Skrifter 4	1634	1703	monographs	255	572	0.44580	7.08591
stuckenberg02_workid63185	 Viggo Stuckenberg	Store farlige ...	SAMLEDE VÆRKER	1863	1905	poems	57	75	0.76000	5.45849
heibergpa01val_workid124520	 Peter Andreas Heiberg	Vise, bestemt for en fuglekonge, den dag, han blev afsat	Udvalgte Skrifter	1758	1841	poems	109	175	0.62286	6.37548
sthen01val_workid68605	 Hans Christensen Sthen	En tacksigelse oc bøn om morgenen	Skrifter I En liden Vandrebog	1544	1610	monographs	220	489	0.44990	6.73412
kingo04val_workid87185	 Thomas Kingo	Min siæl lov gud din herre	Samlede Skrifter 4	1634	1703	monographs	224	417	0.53717	6.96487
claussen06val_workid62090	 Sophus Claussen	Knud kaare	Lyrik IV	1865	1931	poems	150	253	0.59289	6.55127
hcaeventyr01val_workid76647	 Hans Christian Andersen	Storkene	Eventyr I	1805	1875	monographs	656	2230	0.29417	7.85146
rode_13_workid57963	 Helge Rode	Enken og nonnen	DEN VILDE ROSE	1870	1937	monographs	162	278	0.58273	6.79303
wintherchr01val_workid98755	 Christian Winther	Der var roser i dale	Poetiske Skrifter 1	1796	1876	poems	66	107	0.61682	5.61891
wintherchr01val_workid88628	 Christian Winther	Kunde jeg roser male	Poetiske Skrifter 1	1796	1876	poems	72	112	0.64286	5.90125
blich05_workid75049	 Steen Steensen Blicher	Kniplerinden	Udvalgte Værker	1782	1848	monographs	2427	9621	0.25226	8.69001
brorson01_workid69143	 Hans Adolph Brorson	Da nu det gamle aar forsvinder,	Samlede skrifter	1694	1764	monographs	349	864	0.40394	7.10114
kingo03val_workid81699	 Thomas Kingo	Saa skal dog alle ting sig	Samlede Skrifter 3	1634	1703	monographs	91	148	0.61486	6.08689
bang06val_workid57250	 Herman Bang	Alting slukkes og dør -	Værker i Mindeudgave 6	1857	1912	monographs	54	83	0.65060	5.43310
claussen06val_workid59246	 Sophus Claussen	April	Lyrik IV	1865	1931	poems	74	112	0.66071	5.75804
aarestrup07val_workid75207	 Emil Aarestrup	Der er en sjæl i denne albu ... (dk)	Udvalgte digte	1800	1856	poems	63	91	0.69231	5.71797
stuckenberg02_workid67316	 Viggo Stuckenberg	Efteraar (ii)	SAMLEDE VÆRKER	1863	1905	poems	105	150	0.70000	6.38895
brorson01_workid74353	 Hans Adolph Brorson	O! gud skee lof! min jesus giør	Samlede skrifter	1694	1764	monographs	220	480	0.45833	6.60062
larsenthfiredigt_workid65837	 Thøger Larsen	Tyngden og floden	Fire digtsamlinger 1904-1912	1875	1928	poems	142	256	0.55469	6.20096
kingo02val_workid77256	 Thomas Kingo	Samsøes beskrivelse 1675	Samlede Skrifter 2	1634	1703	poems	1470	3849	0.38192	8.76067
aakjaer02val_workid93704	 Jeppe Aakjær	Hensigtsmæssighed. (h. heine.)	SAMLEDE VÆRKER II	1866	1930	poems	225	397	0.56675	7.14708
aare04val_workid62265	 Emil Aarestrup	Paa rosenborg, der vil i jer forsamle	Samlede Skrifter IV	1800	1856	poems	78	126	0.61905	5.78967
aare02val_workid61110	 Emil Aarestrup	Til en kritiker.	Samlede Skrifter II	1800	1856	poems	26	33	0.78788	4.55955
oehl04val_workid83999	 Adam Oehlenschläger	Axel og valborg	POETISKE SKRIFTER IV	1779	1850	drama	4551	21799	0.20877	9.13108
oehl05val_workid55858	 Adam Oehlenschläger	Frodes drapa	POETISKE SKRIFTER V	1779	1850	poems	1246	3428	0.36348	8.59449
jacob04val_workid65921	 J.P. Jacobsen	Kongens øre er mæt af tale.	Samlede Værker IV	1847	1885	poems	178	422	0.42180	6.24659
aare03val_workid72567	 Emil Aarestrup	Beskrivelsen	Aarestrup vol 3	1800	1856	poems	67	96	0.69792	5.70065
michs_01_workid58594	 Sophus Michaëlis	Smil	DIGTE	1865	1932	poems	84	205	0.40976	5.69505
kingo04val_workid107544	 Thomas Kingo	Rættens spiir det alt er brekked	Samlede Skrifter 4	1634	1703	monographs	265	532	0.49812	7.14351
wintherchr01val_workid77256	 Christian Winther	Samsøes beskrivelse 1675	Poetiske Skrifter 1	1796	1876	poems	101	150	0.67333	6.27757
blich06_workid83167	 Steen Steensen Blicher	Hjejlen	Udvalgte Værker	1782	1848	monographs	84	118	0.71186	6.08696
grundtvig11val_workid130725	 N.F.S. Grundtvig	For den store fattigdom	SAMLET UDGAVE	1783	1872	poems	69	116	0.59483	5.68615
grundtvig12val_workid76078	 N.F.S. Grundtvig	Jeriko var en stad saa fast	SAMLET UDGAVE	1783	1872	poems	151	280	0.53929	6.59999
rode_04_workid58296	 Helge Rode	 foraarsmorgen	ARIEL. EN DIGTSAMLING	1870	1937	poems	85	195	0.43590	5.84080
claussen07val_workid64703	 Sophus Claussen	Unge guder	Lyrik V	1865	1931	poems	66	84	0.78571	5.78909
claussen08val_workid60057	 Sophus Claussen	Den lykkelige maler	Lyrik VI	1865	1931	poems	243	447	0.54362	7.07485
stub02val_workid67345	 Ambrosius Stub	Bort jordisk sorg! jeg hører sion siunge	Digte	1705	1758	poems	148	256	0.57812	6.52051
stub02val_workid57192	 Ambrosius Stub	Tiber paa capri	Digte	1705	1758	poems	175	246	0.71138	6.96777
nansen03ny_workid64973	 Peter Nansen	Fru walthers riddere	SAMLEDE SKRIFTER III	1861	1918	drama	749	2701	0.27730	7.75598
kaalund01_workid83208	 H. V. Kaalund	Rejsetummel.	SAMLEDE DIGTE	1818	1885	poems	381	885	0.43051	7.29298
grundtvig12val_workid54497	 N.F.S. Grundtvig	Han var ingen mægtig aand	SAMLET UDGAVE	1783	1872	poems	173	318	0.54403	6.64274
bording01val_workid82852	 Anders Bording	Stoor-mægtigste monarch, o potentaters krone	Digte	1619	1677	poems	453	962	0.47089	7.67768
ewald02dkval_workid61698	 Johannes Ewald	Vers paa et sølv skildt givet til et konge-baand ... (dk)	Udvalgte digte	1743	1781	poems	57	78	0.73077	5.60385
richardt01_workid90109	 Christian Richardt	Gravskrift over christen schøller 1698	SAMLEDE DIGTE AF CHR. RICHARDT. FØRSTE DEEL	1831	1892	poems	285	501	0.56886	7.40738
stuckenberg02_workid68838	 Viggo Stuckenberg	Nordsjælland	SAMLEDE VÆRKER	1863	1905	poems	109	164	0.66463	6.19812
aakjaer01val_workid82093	 Jeppe Aakjær	An mari hinne filosofi	SAMLEDE VÆRKER I	1866	1930	poems	55	108	0.50926	5.31135
wied05val_workid109749	 Gustav Wied	Døden	ROMANER NOVELLER SKUESPIL	1858	1914	short fiction	1795	8228	0.21816	8.26733
kingo09val_workid85386	 Thomas Kingo	Hvor ofte sukker jeg, fordi dend haarde lykke (dk)	Digtning i udvalg	1634	1703	poems	103	164	0.62805	6.27372
munp1_workid75092	 Gustaf Munch-Petersen	Lærerens sang i det fri	samlede skrifter I	1912	1938	poems	107	207	0.51691	6.06026
stuckenberg02_workid92616	 Viggo Stuckenberg	Assistents kirkegaard	SAMLEDE VÆRKER	1863	1905	poems	168	296	0.56757	6.69413
larsenthfiredigt_workid55446	 Thøger Larsen	 tilfældighed	Fire digtsamlinger 1904-1912	1875	1928	poems	95	199	0.47739	6.09864
hertz10_lev_workid61819	 Henrik Hertz	Fjerboldtspillet	Blandede Digte	1798	1870	poems	248	480	0.51667	7.04693
claussen07val_workid62431	 Sophus Claussen	Menneskevælde	Lyrik V	1865	1931	poems	201	326	0.61656	6.94278
staffeldt01val_workid91046	 Schack von Staffeldt	Der sad en fisker saa tankefuld	Samlede digte	1769	1826	poems	21	24	0.87500	4.30351
